operationId,path,verb,description,resource,originalResourceName,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
AssociateOriginationIdentity,/#X-Amz-Target=PinpointSMSVoiceV2.AssociateOriginationIdentity,POST,Associates the specified origination identity w...,origination_identity,origination_identities,associate_origination_identity,exec,,,,,
AssociateProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.AssociateProtectConfiguration,POST,Associate a protect configuration with a config...,protect_configuration,protect_configurations,associate_protect_configuration,exec,,,,,
CarrierLookup,/#X-Amz-Target=PinpointSMSVoiceV2.CarrierLookup,POST,Returns information about a destination phone n...,carrier_lookup,lookups,carrier_lookup,exec,,,,,
CreateConfigurationSet,/#X-Amz-Target=PinpointSMSVoiceV2.CreateConfigurationSet,POST,Creates a new configuration set. After you crea...,,configuration_sets,create_configuration_set,insert,,,,,
CreateEventDestination,/#X-Amz-Target=PinpointSMSVoiceV2.CreateEventDestination,POST,Creates a new event destination in a configurat...,event_destination,event_destinations,create_event_destination,insert,,,,,
CreateOptOutList,/#X-Amz-Target=PinpointSMSVoiceV2.CreateOptOutList,POST,Creates a new opt-out list. If the opt-out list...,opt_out_list,opt_out_lists,create_opt_out_list,insert,,,,,
CreatePool,/#X-Amz-Target=PinpointSMSVoiceV2.CreatePool,POST,Creates a new pool and associates the specified...,pool,pools,create_pool,insert,,,,,
CreateProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.CreateProtectConfiguration,POST,Create a new protect configuration. By default ...,protect_configuration,protect_configurations,create_protect_configuration,insert,,,,,
CreateRegistration,/#X-Amz-Target=PinpointSMSVoiceV2.CreateRegistration,POST,Creates a new registration based on the **Regis...,registration,registrations,create_registration,insert,,,,,
CreateRegistrationAssociation,/#X-Amz-Target=PinpointSMSVoiceV2.CreateRegistrationAssociation,POST,Associate the registration with an origination ...,registration_association,registration_associations,create_registration_association,insert,,,,,
CreateRegistrationAttachment,/#X-Amz-Target=PinpointSMSVoiceV2.CreateRegistrationAttachment,POST,Create a new registration attachment to use for...,registration_attachment,registration_attachments,create_registration_attachment,insert,,,,,
CreateRegistrationVersion,/#X-Amz-Target=PinpointSMSVoiceV2.CreateRegistrationVersion,POST,Create a new version of the registration and in...,registration_version,registration_versions,create_registration_version,insert,,,,,
CreateVerifiedDestinationNumber,/#X-Amz-Target=PinpointSMSVoiceV2.CreateVerifiedDestinationNumber,POST,You can only send messages to verified destinat...,verified_destination_number,verified_destination_numbers,create_verified_destination_number,insert,,,,,
DeleteAccountDefaultProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteAccountDefaultProtectConfiguration,POST,Removes the current account default protect con...,,account_default_protect_configurations,delete_account_default_protect_configuration,delete,,,,,
DeleteConfigurationSet,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteConfigurationSet,POST,Deletes an existing configuration set. A config...,configuration_set,configuration_sets,delete_configuration_set,delete,,,,,
DeleteDefaultMessageType,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteDefaultMessageType,POST,Deletes an existing default message type on a c...,default_message_type,default_message_types,delete_default_message_type,delete,,,,,
DeleteDefaultSenderId,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteDefaultSenderId,POST,Deletes an existing default sender ID on a conf...,default_sender_id,default_sender_ids,delete_default_sender_id,delete,,,,,
DeleteEventDestination,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteEventDestination,POST,Deletes an existing event destination. An event...,event_destination,event_destinations,delete_event_destination,delete,,,,,
DeleteKeyword,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteKeyword,POST,Deletes an existing keyword from an origination...,keyword,keywords,delete_keyword,delete,,,,,
DeleteMediaMessageSpendLimitOverride,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteMediaMessageSpendLimitOverride,POST,Deletes an account-level monthly spending limit...,media_message_spend_limit_override,media_message_spend_limit_overrides,delete_media_message_spend_limit_override,delete,,,,,
DeleteOptOutList,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteOptOutList,POST,Deletes an existing opt-out list. All opted out...,opt_out_list,opt_out_lists,delete_opt_out_list,delete,,,,,
DeleteOptedOutNumber,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteOptedOutNumber,POST,Deletes an existing opted out destination phone...,opted_out_number,opted_out_numbers,delete_opted_out_number,delete,,,,,
DeletePool,/#X-Amz-Target=PinpointSMSVoiceV2.DeletePool,POST,Deletes an existing pool. Deleting a pool disas...,pool,pools,delete_pool,delete,,,,,
DeleteProtectConfiguration,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteProtectConfiguration,POST,Permanently delete the protect configuration. T...,protect_configuration,protect_configurations,delete_protect_configuration,delete,,,,,
DeleteProtectConfigurationRuleSetNumberOverride,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteProtectConfigurationRuleSetNumberOverride,POST,Permanently delete the protect configuration ru...,protect_configuration_rule_set_number_override,protect_configuration_rule_set_number_overrides,delete_protect_configuration_rule_set_number_override,delete,,,,,
DeleteRegistration,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteRegistration,POST,Permanently delete an existing registration fro...,registration,registrations,delete_registration,delete,,,,,
DeleteRegistrationAttachment,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteRegistrationAttachment,POST,Permanently delete the specified registration a...,registration_attachment,registration_attachments,delete_registration_attachment,delete,,,,,
DeleteRegistrationFieldValue,/#X-Amz-Target=PinpointSMSVoiceV2.DeleteRegistrationFieldValue,POST,Delete the value in a registration form field.,registration_field_value,registration_field_values,delete_registration_field_value,delete,,,,,
