operationId,path,verb,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
CancelGremlinQuery,/gremlin/status/{queryId},DELETE,Cancels a Gremlin query. See [Gremlin query can...,gremlin_queries,cancel_gremlin_query,delete,,,,,
CancelLoaderJob,/loader/{loadId},DELETE,Cancels a specified load job. This is an HTTP `...,loader_jobs,cancel_loader_job,delete,,,,,
CancelMLDataProcessingJob,/ml/dataprocessing/{id},DELETE,Cancels a Neptune ML data processing job. See [...,ml_data_processing_jobs,cancel_ml_data_processing_job,delete,,,,,
CancelMLModelTrainingJob,/ml/modeltraining/{id},DELETE,Cancels a Neptune ML model training job. See [M...,ml_model_training_jobs,cancel_ml_model_training_job,delete,,,,,
CancelMLModelTransformJob,/ml/modeltransform/{id},DELETE,Cancels a specified model transform job. See [U...,ml_model_transform_jobs,cancel_ml_model_transform_job,delete,,,,,
CancelOpenCypherQuery,/opencypher/status/{queryId},DELETE,Cancels a specified openCypher query. See [Nept...,open_cypher_queries,cancel_open_cypher_query,delete,,,,,
CreateMLEndpoint,/ml/endpoints,POST,Creates a new Neptune ML inference endpoint tha...,ml_endpoints,create_ml_endpoint,insert,,,,,
DeleteMLEndpoint,/ml/endpoints/{id},DELETE,Cancels the creation of a Neptune ML inference ...,ml_endpoints,delete_ml_endpoint,delete,,,,,
DeletePropertygraphStatistics,/propertygraph/statistics,DELETE,Deletes statistics for Gremlin and openCypher (...,propertygraph_statistics,delete_propertygraph_statistics,delete,,,,,
DeleteSparqlStatistics,/sparql/statistics,DELETE,Deletes SPARQL statistics When invoking this op...,sparql_statistics,delete_sparql_statistics,delete,,,,,
ExecuteFastReset,/system,POST,The fast reset REST API lets you reset a Neptun...,fast_resets,execute_fast_reset,exec,,,,,
ExecuteGremlinExplainQuery,/gremlin/explain,POST,Executes a Gremlin Explain query. Amazon Neptun...,gremlin_queries,execute_gremlin_explain_query,exec,,,,,
ExecuteGremlinProfileQuery,/gremlin/profile,POST,"Executes a Gremlin Profile query, which runs a ...",gremlin_queries,execute_gremlin_profile_query,exec,,,,,
ExecuteGremlinQuery,/gremlin,POST,This commands executes a Gremlin query. Amazon ...,gremlin_queries,execute_gremlin_query,exec,,,,,
ExecuteOpenCypherExplainQuery,/opencypher/explain,POST,Executes an openCypher `explain` request. See [...,open_cypher_queries,execute_open_cypher_explain_query,exec,,,,,
ExecuteOpenCypherQuery,/opencypher,POST,Executes an openCypher query. See [Accessing th...,open_cypher_queries,execute_open_cypher_query,exec,,,,,
GetEngineStatus,/status,GET,Retrieves the status of the graph database on t...,engine_status,get_engine_status,select,,,,,
GetGremlinQueryStatus,/gremlin/status/{queryId},GET,Gets the status of a specified Gremlin query. W...,gremlin_queries,get_gremlin_query_status,select,,,,,
GetLoaderJobStatus,/loader/{loadId},GET,Gets status information about a specified load ...,loader_jobs,get_loader_job_status,select,,,,,
GetMLDataProcessingJob,/ml/dataprocessing/{id},GET,Retrieves information about a specified data pr...,ml_data_processing_jobs,get_ml_data_processing_job,select,,,,,
GetMLEndpoint,/ml/endpoints/{id},GET,Retrieves details about an inference endpoint. ...,ml_endpoints,get_ml_endpoint,select,,,,,
GetMLModelTrainingJob,/ml/modeltraining/{id},GET,Retrieves information about a Neptune ML model ...,ml_model_training_jobs,get_ml_model_training_job,select,,,,,
GetMLModelTransformJob,/ml/modeltransform/{id},GET,Gets information about a specified model transf...,ml_model_transform_jobs,get_ml_model_transform_job,select,,,,,
GetOpenCypherQueryStatus,/opencypher/status/{queryId},GET,Retrieves the status of a specified openCypher ...,open_cypher_queries,get_open_cypher_query_status,select,,,,,
GetPropertygraphStatistics,/propertygraph/statistics,GET,Gets property graph statistics (Gremlin and ope...,propertygraph_statistics,get_propertygraph_statistics,select,,,,,
GetPropertygraphStream,/propertygraph/stream,GET,Gets a stream for a property graph. With the Ne...,propertygraph_streams,get_propertygraph_stream,select,,,,,
GetPropertygraphSummary,/propertygraph/statistics/summary,GET,Gets a graph summary for a property graph. When...,propertygraph_summaries,get_propertygraph_summary,select,,,,,
GetRDFGraphSummary,/rdf/statistics/summary,GET,Gets a graph summary for an RDF graph. When inv...,rdf_graph_summaries,get_rdf_graph_summary,select,,,,,
GetSparqlStatistics,/sparql/statistics,GET,Gets RDF statistics (SPARQL).,sparql_statistics,get_sparql_statistics,select,,,,,
GetSparqlStream,/sparql/stream,GET,Gets a stream for an RDF graph. With the Neptun...,sparql_streams,get_sparql_stream,select,,,,,
ListGremlinQueries,/gremlin/status,GET,Lists active Gremlin queries. See [Gremlin quer...,gremlin_queries,list_gremlin_queries,select,,,,,
ListLoaderJobs,/loader,GET,Retrieves a list of the `loadIds` for all activ...,loader_jobs,list_loader_jobs,select,,,,,
ListMLDataProcessingJobs,/ml/dataprocessing,GET,Returns a list of Neptune ML data processing jo...,ml_data_processing_jobs,list_ml_data_processing_jobs,select,,,,,
ListMLEndpoints,/ml/endpoints,GET,Lists existing inference endpoints. See [Managi...,ml_endpoints,list_ml_endpoints,select,,,,,
ListMLModelTrainingJobs,/ml/modeltraining,GET,Lists Neptune ML model-training jobs. See [Mode...,ml_model_training_jobs,list_ml_model_training_jobs,select,,,,,
ListMLModelTransformJobs,/ml/modeltransform,GET,Returns a list of model transform job IDs. See ...,ml_model_transform_jobs,list_ml_model_transform_jobs,select,,,,,
ListOpenCypherQueries,/opencypher/status,GET,Lists active openCypher queries. See [Neptune o...,open_cypher_queries,list_open_cypher_queries,select,,,,,
ManagePropertygraphStatistics,/propertygraph/statistics,POST,Manages the generation and use of property grap...,propertygraph_statistics,manage_propertygraph_statistics,exec,,,,,
ManageSparqlStatistics,/sparql/statistics,POST,Manages the generation and use of RDF graph sta...,sparql_statistics,manage_sparql_statistics,exec,,,,,
StartLoaderJob,/loader,POST,Starts a Neptune bulk loader job to load data f...,loader_jobs,start_loader_job,exec,,,,,
StartMLDataProcessingJob,/ml/dataprocessing,POST,Creates a new Neptune ML data processing job fo...,ml_data_processing_jobs,start_ml_data_processing_job,exec,,,,,
StartMLModelTrainingJob,/ml/modeltraining,POST,Creates a new Neptune ML model training job. Se...,ml_model_training_jobs,start_ml_model_training_job,exec,,,,,
StartMLModelTransformJob,/ml/modeltransform,POST,Creates a new model transform job. See [Use a t...,ml_model_transform_jobs,start_ml_model_transform_job,exec,,,,,
